age,body_type,diet,drinks,drugs,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
26.0,average,other,2,0,69.0,-1.0,student,2012-06-21-22-16,california,no_kids,straight,like_boths,agnosticism,m,libra but it doesn&rsquo;t matter,no,"english, spanish (okay), hindi (poorly)",single
28.0,fit,other,2,0,72.0,50000.0,political / government,2012-06-27-13-41,other,no_kids,straight,like_boths,other but not too serious about it,m,leo and it&rsquo;s fun to think about,no,"english (fluently), other (fluently)",single
48.0,fit,halal,0,0,65.0,-1.0,other,2012-06-29-19-38,california,no_kids,straight,like_boths,agnosticism,m,,no,english,single
36.0,fit,other,2,0,75.0,150000.0,executive / management,2012-02-10-19-44,california,no_kids,straight,like_dogs,christianity,m,aries and it&rsquo;s fun to think about,no,"english (fluently), greek (okay)",single
26.0,fit,other,2,1,71.0,-1.0,other,2011-06-30-04-52,other,no_kids,straight,like_dogs,other,m,aries,when drinking,english (fluently),single
28.0,average,halal,1,0,63.0,-1.0,science / tech / engineering,2012-06-26-10-13,california,no_kids,straight,like_boths,atheism,f,virgo and it&rsquo;s fun to think about,no,"english (fluently), romanian (okay), french (okay), german (poorly)",seeing someone
30.0,fit,other,3,0,74.0,40000.0,artistic / musical / writer,2012-06-13-23-17,california,no_kids,straight,like_boths,atheism,m,taurus but it doesn&rsquo;t matter,no,english (fluently),seeing someone
23.0,average,other,1,0,66.0,-1.0,other,2011-09-14-00-48,california,no_kids,gay,like_dogs,judaism,f,aries and it&rsquo;s fun to think about,no,"english (fluently), chinese (poorly), german (okay), spanish (poorly)",single
33.0,average,other,1,0,62.0,-1.0,other,2012-06-24-19-51,other,no_kids,straight,like_boths,other,f,taurus and it&rsquo;s fun to think about,no,english,single
47.0,average,other,2,0,66.0,-1.0,medicine / health,2012-06-01-01-56,california,no_kids,straight,like_boths,agnosticism,f,aries and it&rsquo;s fun to think about,no,english,single
53.0,fit,other,2,0,62.0,-1.0,sales / marketing / biz dev,2012-06-29-09-28,california,kid,straight,like_dogs,judaism,f,libra but it doesn&rsquo;t matter,no,"english (fluently), sign language (poorly)",single
38.0,average,other,2,1,64.0,1000000.0,artistic / musical / writer,2011-10-14-14-27,california,no_kids,straight,like_dogs,agnosticism,f,scorpio and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (poorly), sign language (okay), polish (poorly)",single
39.0,average,other,2,0,70.0,-1.0,artistic / musical / writer,2012-06-24-08-46,california,no_kids,straight,like_dogs,agnosticism,f,sagittarius and it&rsquo;s fun to think about,no,english,single
25.0,average,other,1,0,62.0,-1.0,other,2012-03-17-10-03,california,no_kids,straight,like_boths,atheism,f,gemini but it doesn&rsquo;t matter,no,"english (fluently), vietnamese (fluently), swahili (fluently)",single
25.0,fit,other,2,0,73.0,-1.0,computer / hardware / software,2012-06-25-06-10,california,no_kids,gay,like_boths,agnosticism,m,scorpio,no,english,single
32.0,fit,other,2,0,63.0,-1.0,computer / hardware / software,2012-06-25-20-45,california,no_kids,straight,like_boths,agnosticism,f,capricorn and it&rsquo;s fun to think about,no,english,single
25.0,average,other,2,0,70.0,-1.0,military,2012-06-29-20-32,california,no_kids,straight,like_dogs,christianity,m,pisces,no,english,single
28.0,fit,other,2,0,68.0,80000.0,executive / management,2011-11-12-20-53,california,no_kids,straight,like_dogs,agnosticism,m,virgo but it doesn&rsquo;t matter,no,english,single
24.0,fit,other,2,0,66.0,-1.0,other,2012-06-24-01-34,california,no_kids,straight,like_dogs,catholicism,m,sagittarius and it&rsquo;s fun to think about,no,english,single
28.0,average,other,3,0,61.0,-1.0,medicine / health,2012-06-29-23-27,california,no_kids,straight,like_boths,agnosticism,f,aquarius and it&rsquo;s fun to think about,yes,english,single
22.0,fit,other,2,1,70.0,-1.0,entertainment / media,2012-06-29-18-26,california,no_kids,straight,like_boths,buddhism,m,taurus,when drinking,english (fluently),single
32.0,fit,other,2,0,74.0,70000.0,executive / management,2011-12-11-19-07,california,kid,straight,like_dogs,catholicism,m,aquarius,no,"english (fluently), spanish (fluently)",single
32.0,fit,other,2,0,66.0,-1.0,other,2012-04-24-15-20,california,no_kids,straight,like_boths,atheism,f,virgo,no,english,single
25.0,fit,other,2,0,62.0,-1.0,other,2012-06-29-21-02,california,no_kids,straight,like_boths,catholicism,f,aries but it doesn&rsquo;t matter,no,english,single
34.0,average,other,0,0,65.0,-1.0,hospitality / travel,2012-06-30-00-19,california,no_kids,gay,like_boths,agnosticism,m,virgo and it&rsquo;s fun to think about,trying to quit,"english (fluently), spanish (fluently)",available
22.0,fit,other,3,0,68.0,-1.0,artistic / musical / writer,2012-06-28-06-18,california,no_kids,straight,like_boths,christianity,f,libra and it&rsquo;s fun to think about,no,"english (fluently), french (okay)",single
27.0,fit,other,2,0,66.0,-1.0,other,2012-05-29-23-01,california,no_kids,straight,like_boths,agnosticism,m,,no,english,single
22.0,fit,other,3,1,69.0,1000000.0,student,2012-04-15-23-26,california,no_kids,straight,like_boths,agnosticism,m,cancer,when drinking,"english, french (okay), italian (okay)",single
29.0,fit,other,2,0,71.0,-1.0,other,2012-06-26-22-06,california,no_kids,straight,like_boths,buddhism,m,leo and it&rsquo;s fun to think about,no,english,single
39.0,average,other,2,0,69.0,20000.0,sales / marketing / biz dev,2012-01-12-11-52,california,no_kids,straight,like_dogs,christianity,m,taurus but it doesn&rsquo;t matter,no,english (fluently),single
39.0,fit,other,2,0,68.0,-1.0,sales / marketing / biz dev,2012-03-08-09-58,california,no_kids,straight,like_boths,christianity,m,taurus,no,english,single
35.0,average,other,3,0,70.0,50000.0,other,2012-02-12-10-20,california,no_kids,straight,like_dogs,agnosticism,m,libra,no,english,single
19.0,average,other,2,0,64.0,20000.0,sales / marketing / biz dev,2012-05-08-07-41,california,no_kids,straight,like_dogs,buddhism,f,sagittarius and it&rsquo;s fun to think about,when drinking,english,single
24.0,average,other,1,0,69.0,-1.0,other,2012-04-22-02-30,california,no_kids,straight,like_boths,christianity,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), tagalog (fluently), sign language (poorly)",single
26.0,fit,other,2,0,71.0,-1.0,sales / marketing / biz dev,2012-06-30-01-29,california,no_kids,straight,like_boths,agnosticism,m,aries and it&rsquo;s fun to think about,no,"english, spanish",single
25.0,fit,other,2,0,64.0,-1.0,other,2012-06-27-20-37,california,no_kids,straight,like_boths,agnosticism,f,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
21.0,fit,other,2,0,65.0,-1.0,student,2012-06-11-17-42,california,no_kids,straight,like_boths,agnosticism,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), italian (okay), french (poorly)",single
41.0,average,other,3,1,70.0,-1.0,artistic / musical / writer,2012-03-24-15-17,california,no_kids,straight,like_cats,agnosticism,f,gemini and it&rsquo;s fun to think about,sometimes,"english (fluently), french (okay), spanish (poorly)",single
30.0,average,other,2,0,64.0,-1.0,science / tech / engineering,2012-06-27-19-14,california,no_kids,straight,like_dogs,catholicism,f,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single
36.0,average,other,3,0,62.0,-1.0,medicine / health,2012-06-29-22-38,california,no_kids,straight,like_dogs,atheism,f,leo and it&rsquo;s fun to think about,when drinking,"english (fluently), finnish (poorly), french (poorly)",single
26.0,fit,other,2,0,63.0,-1.0,other,2012-06-29-22-11,california,no_kids,straight,like_dogs,agnosticism,f,virgo,no,"english (fluently), spanish (fluently)",single
28.0,average,other,1,0,63.0,30000.0,education / academia,2011-07-07-00-15,california,no_kids,gay,like_boths,atheism,f,aquarius but it doesn&rsquo;t matter,sometimes,english,single
25.0,fit,other,2,0,70.0,-1.0,science / tech / engineering,2012-06-26-23-12,california,no_kids,straight,like_boths,agnosticism,m,,no,"english (fluently), japanese (poorly), spanish (poorly), c++ (poorly)",single
22.0,average,other,2,0,66.0,-1.0,banking / financial / real estate,2011-08-25-09-24,california,no_kids,straight,like_boths,catholicism,f,scorpio,no,english,single
34.0,fit,other,2,0,70.0,-1.0,other,2012-06-25-23-41,california,no_kids,gay,like_dogs,judaism,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), hebrew (fluently), spanish (poorly), portuguese (poorly)",single
30.0,fit,other,2,0,72.0,-1.0,sales / marketing / biz dev,2012-02-17-10-34,california,no_kids,straight,like_dogs,agnosticism,m,scorpio,no,english,single
35.0,average,other,2,0,67.0,-1.0,artistic / musical / writer,2012-06-30-01-29,california,no_kids,straight,like_boths,agnosticism,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)",single
32.0,fit,other,2,0,68.0,-1.0,medicine / health,2012-06-29-16-53,other,no_kids,straight,like_boths,other,f,leo but it doesn&rsquo;t matter,no,"english, french (okay), spanish (okay)",single
21.0,fit,other,2,0,70.0,-1.0,other,2012-06-28-17-20,california,no_kids,straight,like_boths,agnosticism,f,,no,english,single
32.0,average,other,2,0,67.0,-1.0,sales / marketing / biz dev,2012-06-29-17-35,california,no_kids,straight,like_boths,christianity,f,aquarius and it&rsquo;s fun to think about,when drinking,english,single
43.0,fit,other,1,0,72.0,-1.0,medicine / health,2012-06-30-01-30,california,no_kids,straight,like_dogs,agnosticism,m,leo,no,"english, italian",single
29.0,fit,other,2,1,68.0,-1.0,sales / marketing / biz dev,2012-06-29-22-00,california,no_kids,straight,like_cats,atheism,m,aries,trying to quit,english,single
27.0,fit,other,2,0,73.0,-1.0,other,2012-06-25-23-05,california,no_kids,straight,like_boths,hinduism,m,scorpio,no,"english (fluently), hindi (fluently)",single
61.0,fit,other,2,0,67.0,-1.0,other,2012-06-29-19-32,california,kid,straight,like_boths,buddhism,f,,no,"english, german, french",single
24.0,fit,other,1,0,63.0,-1.0,education / academia,2012-06-07-03-49,california,no_kids,straight,like_boths,agnosticism,f,,no,english,single
39.0,fit,other,2,0,71.0,-1.0,other,2012-06-16-13-55,california,no_kids,straight,like_boths,agnosticism,m,,,english,single
38.0,fit,other,2,0,72.0,-1.0,science / tech / engineering,2012-06-29-10-26,california,no_kids,gay,like_boths,agnosticism,m,gemini and it&rsquo;s fun to think about,no,english (fluently),single
39.0,fit,other,0,0,69.0,-1.0,other,2012-05-11-07-14,california,no_kids,straight,like_boths,agnosticism,f,,no,"english (fluently), french (okay)",single
26.0,average,other,2,1,59.0,50000.0,medicine / health,2012-06-29-15-30,california,no_kids,straight,like_boths,agnosticism,f,sagittarius,,"english, spanish, portuguese (poorly)",single
31.0,fit,other,2,0,73.0,-1.0,executive / management,2012-06-26-09-12,california,no_kids,straight,like_dogs,atheism,m,aries but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",seeing someone
34.0,fit,other,2,0,72.0,-1.0,other,2011-09-02-15-49,california,no_kids,straight,like_boths,agnosticism,m,,no,english,single
30.0,fit,other,2,1,72.0,-1.0,other,2011-07-23-16-47,california,no_kids,straight,like_boths,agnosticism,m,virgo but it doesn&rsquo;t matter,,"english, english, spanish",single
26.0,fit,other,2,1,74.0,-1.0,science / tech / engineering,2012-06-26-00-24,california,no_kids,straight,like_boths,atheism,m,taurus but it doesn&rsquo;t matter,no,"english, spanish (poorly)",single
41.0,fit,other,2,0,65.0,-1.0,computer / hardware / software,2011-08-08-19-45,california,no_kids,straight,like_boths,agnosticism,f,aquarius but it doesn&rsquo;t matter,no,english,single
57.0,average,other,2,0,69.0,100000.0,computer / hardware / software,2012-06-23-13-45,california,no_kids,straight,like_boths,judaism,m,libra and it&rsquo;s fun to think about,no,english,available
58.0,fit,other,2,0,67.0,-1.0,computer / hardware / software,2012-06-29-23-46,california,no_kids,straight,like_boths,judaism,m,cancer and it&rsquo;s fun to think about,no,english (fluently),single
34.0,average,other,2,0,72.0,-1.0,other,2012-06-26-23-52,california,no_kids,straight,like_boths,agnosticism,m,,,english,single
40.0,fit,other,2,0,69.0,-1.0,executive / management,2012-06-20-13-15,california,no_kids,straight,like_dogs,agnosticism,m,aries and it&rsquo;s fun to think about,no,"english (fluently), french (fluently), italian (poorly)",single
33.0,fit,other,1,0,73.0,-1.0,sales / marketing / biz dev,2012-06-29-20-11,california,no_kids,straight,like_dogs,agnosticism,m,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), greek (poorly), french (poorly)",single
25.0,fit,other,2,0,65.0,40000.0,clerical / administrative,2012-06-28-23-17,california,no_kids,straight,like_dogs,agnosticism,f,scorpio and it&rsquo;s fun to think about,no,"english, italian (okay)",single
31.0,fit,other,2,0,70.0,-1.0,computer / hardware / software,2012-06-29-21-47,california,no_kids,straight,like_dogs,agnosticism,m,virgo but it doesn&rsquo;t matter,when drinking,english (fluently),single
40.0,fit,other,2,0,72.0,-1.0,entertainment / media,2012-06-28-18-42,other,no_kids,straight,like_boths,other and laughing about it,f,libra and it&rsquo;s fun to think about,no,"english, english (fluently), french (okay)",single
31.0,fit,other,2,1,71.0,-1.0,construction / craftsmanship,2012-05-05-13-52,california,no_kids,straight,like_dogs,agnosticism,m,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), german (poorly)",single
47.0,fit,halal,2,0,69.0,100000.0,law / legal services,2012-06-29-12-33,california,no_kids,straight,like_boths,judaism,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), hebrew (poorly), spanish (poorly)",single
27.0,fit,other,2,0,66.0,-1.0,medicine / health,2012-06-29-23-15,california,no_kids,straight,like_boths,christianity,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), latin (poorly)",single
33.0,average,other,2,0,68.0,-1.0,education / academia,2012-06-25-08-51,california,no_kids,gay,like_dogs,catholicism,m,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
45.0,fit,other,2,0,66.0,100000.0,medicine / health,2012-06-26-22-05,california,no_kids,straight,like_boths,catholicism,f,aries but it doesn&rsquo;t matter,no,"english (fluently), german (okay), spanish (poorly)",single
38.0,fit,other,2,0,64.0,-1.0,sales / marketing / biz dev,2012-06-28-17-10,california,kid,straight,like_boths,christianity,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay), spanish (okay)",single
35.0,average,other,2,0,67.0,-1.0,hospitality / travel,2012-06-29-22-01,california,no_kids,straight,like_boths,agnosticism,f,cancer,no,"english, spanish (poorly)",single
45.0,fit,other,2,0,72.0,100000.0,medicine / health,2012-05-17-23-10,california,kid,straight,like_boths,agnosticism,m,scorpio but it doesn&rsquo;t matter,no,,single
29.0,fit,other,2,0,63.0,-1.0,education / academia,2012-06-30-01-31,california,no_kids,straight,like_boths,judaism,f,aries but it doesn&rsquo;t matter,no,english,single
27.0,fit,other,2,0,70.0,80000.0,science / tech / engineering,2012-05-01-07-43,california,no_kids,straight,like_boths,agnosticism,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), german (poorly), c++ (okay)",single
29.0,average,other,2,0,74.0,1000000.0,other,2012-06-27-15-11,other,no_kids,bisexual,like_boths,other and very serious about it,m,leo but it doesn&rsquo;t matter,sometimes,english (fluently),single
26.0,fit,other,2,0,64.0,-1.0,sales / marketing / biz dev,2012-03-31-21-42,california,no_kids,straight,like_boths,agnosticism,f,capricorn and it&rsquo;s fun to think about,when drinking,english,single
64.0,average,other,2,0,70.0,-1.0,law / legal services,2012-06-29-22-07,other,kid,straight,like_boths,other but not too serious about it,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), german (poorly), french (poorly), other (fluently)",single
38.0,average,other,2,0,70.0,-1.0,executive / management,2012-06-22-07-34,california,no_kids,straight,like_dogs,catholicism,m,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), chinese (poorly), french (poorly)",single
25.0,average,other,2,0,66.0,-1.0,computer / hardware / software,2012-06-27-08-55,california,no_kids,straight,like_boths,agnosticism,m,aries and it&rsquo;s fun to think about,no,"english (okay), c++ (fluently), lisp (poorly)",single
31.0,average,other,2,0,74.0,70000.0,transportation,2012-03-15-01-15,california,no_kids,straight,like_boths,atheism,m,gemini but it doesn&rsquo;t matter,no,english (fluently),single
29.0,average,other,2,0,63.0,-1.0,other,2012-06-29-19-07,california,no_kids,straight,like_boths,agnosticism,f,,no,english,single
25.0,fit,other,3,0,65.0,1000000.0,student,2012-06-29-23-44,california,no_kids,straight,like_boths,catholicism,m,virgo but it doesn&rsquo;t matter,,english (okay),single
58.0,fit,other,2,0,68.0,-1.0,executive / management,2012-06-29-10-07,california,no_kids,straight,like_boths,christianity,m,capricorn but it doesn&rsquo;t matter,no,"english, bulgarian, german, greek",single
31.0,fit,other,2,0,65.0,-1.0,executive / management,2012-02-20-11-37,california,no_kids,straight,like_boths,agnosticism,f,,,"english (fluently), korean (fluently)",single
26.0,fit,other,0,0,72.0,-1.0,other,2011-08-28-14-24,california,no_kids,straight,like_boths,islam,m,libra,no,english,single
27.0,average,other,0,0,60.0,-1.0,artistic / musical / writer,2012-06-28-01-09,california,no_kids,straight,like_boths,judaism,f,leo and it&rsquo;s fun to think about,trying to quit,"english, hindi, urdu, french, hebrew",single
34.0,average,other,3,0,65.0,80000.0,sales / marketing / biz dev,2012-06-29-13-13,california,kid,straight,like_boths,agnosticism,f,pisces and it&rsquo;s fun to think about,no,english,single
27.0,average,other,3,0,67.0,-1.0,hospitality / travel,2012-06-28-17-06,california,no_kids,straight,like_cats,agnosticism,f,aries but it doesn&rsquo;t matter,yes,english,single
26.0,average,other,2,0,63.0,-1.0,other,2012-06-28-07-44,california,no_kids,straight,like_boths,agnosticism,f,,no,"english (fluently), chinese (okay)",single
38.0,fit,other,2,0,70.0,-1.0,sales / marketing / biz dev,2012-06-28-15-52,california,no_kids,straight,like_dogs,catholicism,f,aries but it doesn&rsquo;t matter,no,english (fluently),single
33.0,fit,other,2,0,74.0,-1.0,clerical / administrative,2012-06-29-16-30,california,no_kids,straight,like_boths,agnosticism,m,gemini but it doesn&rsquo;t matter,no,english,single
24.0,fit,other,3,0,62.0,-1.0,other,2012-06-05-18-31,california,no_kids,bisexual,like_boths,agnosticism,f,aquarius and it&rsquo;s fun to think about,no,english,single
45.0,fit,other,1,0,75.0,-1.0,medicine / health,2012-06-30-00-21,other,kid,straight,like_boths,other and laughing about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), japanese (okay)",single
26.0,average,other,3,2,70.0,-1.0,science / tech / engineering,2012-06-11-15-51,california,no_kids,straight,like_boths,atheism,m,virgo but it doesn&rsquo;t matter,no,"english, lisp (okay), spanish (poorly)",single
28.0,fit,other,2,0,69.0,-1.0,computer / hardware / software,2012-06-27-12-42,california,no_kids,straight,like_dogs,atheism,m,,no,english (fluently),single
33.0,average,other,2,0,66.0,-1.0,other,2012-06-29-18-50,california,no_kids,straight,like_boths,agnosticism,f,,no,english,single
27.0,fit,other,2,0,67.0,20000.0,student,2012-05-31-20-13,california,no_kids,straight,like_dogs,atheism,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
29.0,fit,other,2,0,65.0,-1.0,science / tech / engineering,2012-06-25-11-33,california,no_kids,straight,like_dogs,agnosticism,m,virgo but it doesn&rsquo;t matter,no,"english, chinese",single
50.0,fit,other,2,0,70.0,-1.0,other,2012-06-29-04-32,california,no_kids,straight,like_boths,atheism,f,virgo but it doesn&rsquo;t matter,no,"english (fluently), german (okay)",single
38.0,average,other,2,0,72.0,-1.0,science / tech / engineering,2011-09-02-12-32,california,no_kids,straight,like_boths,agnosticism,f,aries and it&rsquo;s fun to think about,no,"english (fluently), german (okay), japanese (poorly)",single
42.0,average,other,2,0,64.0,-1.0,medicine / health,2012-06-24-11-56,california,kid,straight,like_dogs,catholicism,f,leo,no,"english, english (okay)",single
26.0,fit,other,2,0,70.0,-1.0,science / tech / engineering,2012-06-21-21-16,california,no_kids,straight,like_boths,agnosticism,m,,no,english (fluently),single
31.0,fit,other,2,0,70.0,-1.0,science / tech / engineering,2012-06-25-18-39,california,no_kids,straight,like_boths,agnosticism,m,gemini,no,"english, french, arabic",single
20.0,fit,other,2,0,59.0,-1.0,computer / hardware / software,2012-06-26-22-38,california,no_kids,gay,like_boths,catholicism,f,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), japanese (poorly)",single
29.0,fit,other,2,0,72.0,-1.0,executive / management,2012-03-14-21-29,california,no_kids,straight,like_dogs,agnosticism,m,,no,english (fluently),single
39.0,fit,other,2,0,68.0,-1.0,political / government,2012-06-29-13-46,california,no_kids,straight,like_dogs,atheism,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), sign language (okay), spanish (poorly)",single
32.0,average,other,2,0,70.0,-1.0,other,2012-04-07-14-41,other,no_kids,gay,like_boths,other,m,sagittarius,no,english,single
27.0,average,other,2,1,69.0,20000.0,student,2012-06-14-19-17,other,no_kids,gay,like_boths,other and somewhat serious about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), german (okay)",single
25.0,fit,other,2,0,72.0,-1.0,computer / hardware / software,2012-06-18-21-51,california,no_kids,straight,like_boths,judaism,m,libra,when drinking,"english (fluently), japanese (poorly), spanish (poorly)",single
56.0,fit,other,2,0,67.0,-1.0,construction / craftsmanship,2012-06-19-20-26,california,kid,straight,like_dogs,christianity,m,aquarius,no,english,single
26.0,fit,other,2,0,72.0,-1.0,artistic / musical / writer,2012-06-29-23-07,other,no_kids,straight,like_boths,other and laughing about it,f,gemini and it&rsquo;s fun to think about,,"english, spanish (poorly), other (fluently)",single
23.0,fit,other,2,0,69.0,-1.0,other,2012-06-27-18-26,california,no_kids,straight,like_boths,agnosticism,m,,,english,single
22.0,average,other,1,1,68.0,-1.0,artistic / musical / writer,2012-06-30-01-33,other,no_kids,straight,like_cats,other but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,yes,"english (fluently), spanish (fluently), french (okay)",single
26.0,fit,other,0,0,70.0,20000.0,other,2012-06-23-18-06,california,no_kids,straight,like_boths,atheism,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), chinese (fluently), japanese (poorly), c++ (poorly)",single
23.0,average,other,0,0,63.0,20000.0,student,2012-06-15-14-44,california,no_kids,gay,like_boths,atheism,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), chinese (poorly), latin (poorly)",single
30.0,fit,other,2,1,65.0,1000000.0,computer / hardware / software,2012-06-26-18-37,california,no_kids,straight,like_boths,buddhism,m,cancer but it doesn&rsquo;t matter,when drinking,"english (fluently), french (okay), c++ (poorly), lisp (poorly)",single
26.0,average,other,2,0,64.0,-1.0,science / tech / engineering,2012-06-29-00-57,california,no_kids,straight,like_dogs,agnosticism,f,,no,english,single
22.0,fit,other,2,0,70.0,-1.0,student,2012-06-29-07-49,california,no_kids,straight,like_boths,agnosticism,m,aries,yes,"english (fluently), french (fluently)",single
20.0,fit,other,3,1,68.0,-1.0,student,2012-06-27-19-11,california,no_kids,straight,like_boths,agnosticism,m,,no,english,single
26.0,average,other,2,1,69.0,-1.0,hospitality / travel,2012-06-25-12-59,california,no_kids,straight,like_boths,agnosticism,m,sagittarius and it&rsquo;s fun to think about,no,"english, spanish, french (poorly)",single
21.0,average,other,2,0,73.0,-1.0,other,2012-06-29-20-56,california,no_kids,straight,like_boths,judaism,m,aries,no,english,single
26.0,fit,other,2,0,72.0,50000.0,computer / hardware / software,2012-06-29-08-53,california,no_kids,straight,like_boths,atheism,m,leo,,"english (fluently), spanish (poorly)",single
36.0,fit,other,2,0,67.0,-1.0,medicine / health,2012-03-27-11-09,california,no_kids,straight,like_boths,catholicism,m,libra but it doesn&rsquo;t matter,no,"english (fluently), swedish (poorly)",single
39.0,average,other,2,0,64.0,-1.0,sales / marketing / biz dev,2012-06-20-11-19,california,no_kids,straight,like_boths,atheism,f,aries but it doesn&rsquo;t matter,no,english (fluently),single
28.0,fit,other,2,0,67.0,-1.0,other,2012-04-25-09-09,california,no_kids,straight,like_boths,christianity,f,cancer and it&rsquo;s fun to think about,no,english,single
27.0,average,other,2,0,62.0,-1.0,sales / marketing / biz dev,2012-06-11-21-40,california,no_kids,straight,like_boths,agnosticism,f,,no,english,single
31.0,fit,other,3,0,71.0,100000.0,other,2012-06-29-22-37,california,no_kids,straight,like_boths,atheism,m,sagittarius and it&rsquo;s fun to think about,no,english (fluently),single
57.0,fit,other,2,0,71.0,-1.0,executive / management,2012-05-01-21-08,california,no_kids,straight,like_boths,agnosticism,m,aries and it&rsquo;s fun to think about,no,english,single
28.0,average,other,2,0,69.0,-1.0,education / academia,2012-06-29-18-02,california,no_kids,straight,like_boths,agnosticism,m,,no,english,single
41.0,fit,other,5,0,74.0,-1.0,entertainment / media,2012-06-29-06-58,california,no_kids,straight,like_boths,agnosticism,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), french (fluently)",available
38.0,fit,other,2,1,69.0,150000.0,executive / management,2012-06-29-00-26,california,kid,straight,like_dogs,atheism,m,virgo but it doesn&rsquo;t matter,no,english (fluently),available
24.0,fit,other,2,0,60.0,-1.0,artistic / musical / writer,2012-06-27-18-33,california,no_kids,gay,like_boths,agnosticism,f,gemini,sometimes,"english (fluently), spanish (poorly)",single
44.0,average,other,2,0,75.0,-1.0,law / legal services,2012-06-30-01-34,california,no_kids,straight,like_boths,agnosticism,m,aries and it&rsquo;s fun to think about,no,english (fluently),single
36.0,fit,other,0,0,71.0,-1.0,executive / management,2012-06-29-18-28,california,no_kids,straight,like_boths,hinduism,m,libra and it&rsquo;s fun to think about,no,english,single
25.0,fit,other,2,0,72.0,-1.0,law / legal services,2012-06-30-01-34,california,no_kids,straight,like_boths,agnosticism,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), italian (okay)",single
29.0,average,other,2,0,67.0,-1.0,education / academia,2012-06-28-19-17,california,no_kids,straight,like_dogs,judaism,f,aries and it&rsquo;s fun to think about,no,"english (fluently), french (okay), italian (poorly)",single
37.0,fit,other,2,0,67.0,-1.0,medicine / health,2012-06-25-00-28,california,no_kids,straight,like_dogs,agnosticism,f,,no,english,single
26.0,average,other,2,0,64.0,-1.0,computer / hardware / software,2012-05-04-17-53,california,no_kids,straight,like_boths,agnosticism,f,,no,english (fluently),seeing someone
31.0,fit,other,1,0,68.0,-1.0,sales / marketing / biz dev,2012-05-22-23-56,california,no_kids,straight,like_boths,agnosticism,m,aries and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)",single
22.0,average,other,2,0,71.0,-1.0,student,2012-06-30-01-35,california,no_kids,straight,like_dogs,agnosticism,m,cancer and it&rsquo;s fun to think about,no,english,single
30.0,fit,other,1,0,69.0,-1.0,political / government,2012-06-29-23-24,california,no_kids,straight,like_cats,agnosticism,f,aquarius,no,"english, french",single
39.0,fit,other,2,0,69.0,-1.0,computer / hardware / software,2012-06-29-20-26,california,no_kids,straight,like_boths,christianity,m,leo and it&rsquo;s fun to think about,no,"english (fluently), french (okay)",single
27.0,average,other,2,1,70.0,150000.0,executive / management,2012-06-29-19-37,california,no_kids,straight,like_dogs,agnosticism,m,,no,"english, spanish (okay)",single
40.0,average,other,1,0,70.0,-1.0,other,2012-06-29-16-40,california,no_kids,straight,like_dogs,agnosticism,m,,no,"english, spanish (poorly)",single
31.0,fit,other,2,0,74.0,-1.0,law / legal services,2012-06-30-00-19,california,no_kids,straight,like_dogs,agnosticism,m,,no,english,single
34.0,fit,other,2,1,69.0,80000.0,entertainment / media,2012-06-30-00-29,california,no_kids,straight,like_dogs,agnosticism,m,cancer,sometimes,english,single
29.0,fit,halal,2,0,67.0,-1.0,medicine / health,2012-06-27-22-12,california,no_kids,straight,like_boths,agnosticism,f,gemini,no,"english, spanish",single
25.0,fit,other,2,0,73.0,-1.0,medicine / health,2012-06-22-22-21,california,no_kids,straight,like_dogs,agnosticism,m,leo but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
